did	304	12	292	1.36%	5.98%	17.15%	82.85%	4.10%	95.90%	
know	464	29	435	3.00%	8.79%	25.05%	74.95%	6.34%	93.66%	
when	677	65	612	6.56%	12.30%	34.71%	65.29%	9.66%	90.34%	
someone	422	197	225	19.77%	4.61%	81.33%	18.67%	46.69%	53.31%	
says	83	6	77	1.19%	2.12%	28.30%	71.70%	7.74%	92.26%	
i	4048	817	3231	81.69%	64.62%	55.84%	44.16%	20.19%	79.81%	
stand	44	6	38	1.70%	1.85%	44.25%	55.75%	14.44%	85.56%	
corrected	4	1	3	10.08%	10.05%	60.00%	40.00%	30.00%	70.00%	
it	2712	594	2118	59.40%	42.36%	58.37%	41.63%	21.91%	78.09%	
means	79	1	78	0.72%	2.17%	6.57%	93.43%	1.88%	98.13%	
they	2007	310	1697	31.01%	33.95%	47.74%	52.26%	15.46%	84.54%	
admitting	2	1	1	16.73%	16.68%	72.22%	27.78%	50.00%	50.00%	
were	458	7	451	0.81%	9.11%	7.29%	92.71%	1.63%	98.37%	
wrong	120	15	105	1.90%	2.50%	41.74%	58.26%	12.81%	87.19%	
don't	689	21	668	2.17%	13.41%	13.64%	86.36%	3.12%	96.88%	
believe	151	8	143	1.12%	3.17%	22.04%	77.96%	5.59%	94.41%	
me	810	253	557	25.33%	11.19%	69.41%	30.59%	31.26%	68.74%	
which	172	16	156	1.88%	3.39%	33.99%	66.01%	9.54%	90.46%	
course	66	3	63	1.04%	1.99%	19.69%	80.31%	5.22%	94.78%	
dare	13	1	12	3.66%	3.79%	30.88%	69.12%	10.71%	89.29%	
look	211	5	206	0.73%	4.34%	11.01%	88.99%	2.59%	97.41%	
up	660	48	612	4.87%	12.30%	28.20%	71.80%	7.34%	92.66%	
or	1224	314	910	31.42%	18.23%	63.30%	36.70%	25.67%	74.33%	
ask	49	3	46	1.29%	1.90%	25.10%	74.90%	7.00%	93.00%	
maybe	286	138	148	13.93%	3.12%	82.23%	17.77%	48.26%	51.74%	
could	297	20	277	2.16%	5.69%	26.60%	73.40%	6.88%	93.12%	
gayslinger	3	1	2	12.58%	12.53%	66.07%	33.93%	37.50%	62.50%	
he's	69	3	66	1.01%	2.02%	18.97%	81.03%	5.00%	95.00%	
a	6033	1528	4505	152.78%	90.09%	62.90%	37.10%	25.33%	74.67%	
pretty	74	6	68	1.26%	2.01%	30.87%	69.13%	8.67%	91.33%	
smart	45	2	43	1.28%	1.93%	19.54%	80.46%	5.43%	94.57%	
guy	113	8	105	1.23%	2.52%	27.78%	72.22%	7.46%	92.54%	
might	96	1	95	0.61%	2.40%	5.46%	94.54%	1.55%	98.45%	
say	330	10	320	1.15%	6.53%	13.62%	86.38%	3.17%	96.83%	
correct	36	3	33	1.64%	1.99%	31.76%	68.24%	9.46%	90.54%	
maintaining	3	1	2	12.58%	12.53%	66.07%	33.93%	37.50%	62.50%	
your	1486	362	1124	36.21%	22.50%	61.68%	38.32%	24.38%	75.62%	
opinion	31	2	29	1.76%	2.12%	26.40%	73.60%	7.81%	92.19%	
after	255	102	153	10.36%	3.24%	76.82%	23.18%	40.04%	59.96%	
someones'	2	1	1	16.73%	16.68%	72.22%	27.78%	50.00%	50.00%	
rebuttal	2	1	1	16.73%	16.68%	72.22%	27.78%	50.00%	50.00%	
it'd	2	1	1	16.73%	16.68%	72.22%	27.78%	50.00%	50.00%	
be	1373	86	1287	8.63%	25.76%	25.06%	74.94%	6.30%	93.70%	
kinda	15	1	14	3.22%	3.39%	27.80%	72.20%	9.38%	90.63%	
different	60	4	56	1.21%	1.92%	26.70%	73.30%	7.38%	92.62%	
but	1049	57	992	5.74%	19.87%	22.34%	77.66%	5.48%	94.52%	
more	881	271	610	27.13%	12.24%	68.94%	31.06%	30.78%	69.22%	
accurate	9	1	8	5.09%	5.14%	39.62%	60.38%	15.00%	85.00%	
statement	18	2	16	2.82%	2.93%	39.07%	60.93%	13.16%	86.84%	
express	4	1	3	10.08%	10.05%	60.00%	40.00%	30.00%	70.00%	
thugs	19	3	16	2.79%	2.80%	48.47%	51.53%	17.50%	82.50%	
do	878	50	828	5.05%	16.60%	23.22%	76.78%	5.75%	94.25%	
write	37	2	35	1.51%	2.00%	22.95%	77.05%	6.58%	93.42%	
rules	22	2	20	2.37%	2.56%	34.06%	65.94%	10.87%	89.13%	
for	2848	871	1977	87.09%	39.54%	68.77%	31.23%	30.59%	69.41%	
grammar	6	1	5	7.23%	7.23%	50.00%	50.00%	21.43%	78.57%	
spelling	12	1	11	3.94%	4.05%	32.69%	67.31%	11.54%	88.46%	
definitions	1	1	0	25.05%	25.00%	75.00%	25.00%	75.00%	25.00%	
words	51	2	49	1.16%	1.92%	17.58%	82.42%	4.81%	95.19%	
i'm	357	65	292	6.62%	5.96%	52.67%	47.33%	18.30%	81.70%	
probably	128	16	112	1.98%	2.61%	41.73%	58.27%	12.79%	87.21%	
again	164	30	134	3.28%	2.97%	52.80%	47.20%	18.48%	81.52%	
really	285	19	266	2.07%	5.48%	26.40%	73.60%	6.82%	93.18%	
my	1169	352	817	35.21%	16.37%	68.28%	31.72%	30.13%	69.87%	
best	574	477	97	47.70%	2.02%	96.01%	3.99%	83.04%	16.96%	
friend	259	203	56	20.41%	1.31%	94.60%	5.40%	78.27%	21.73%	
has	763	263	500	26.33%	10.05%	72.42%	27.58%	34.49%	65.51%	
just	1182	327	855	32.71%	17.13%	65.65%	34.35%	27.68%	72.32%	
announced	206	200	6	20.14%	0.36%	99.16%	0.84%	96.86%	3.14%	
her	579	229	350	22.95%	7.07%	76.54%	23.46%	39.57%	60.43%	
wedding	198	196	2	19.75%	0.29%	99.55%	0.45%	98.74%	1.26%	
with	1601	452	1149	45.20%	23.00%	66.28%	33.72%	28.25%	71.75%	
an	709	207	502	20.74%	10.10%	67.31%	32.69%	29.23%	70.77%	
older	889	873	16	87.26%	0.38%	99.58%	0.42%	98.15%	1.85%	
successful	385	375	10	37.53%	0.33%	99.34%	0.66%	97.28%	2.72%	
man	347	215	132	21.58%	2.78%	88.95%	11.05%	61.93%	38.07%	
met	187	177	10	17.87%	0.46%	98.62%	1.38%	94.41%	5.59%	
via	165	160	5	16.20%	0.40%	99.08%	0.92%	96.69%	3.31%	
ś	72	72	0	7.79%	0.68%	99.32%	0.68%	99.32%	0.68%	
ē	133	133	0	13.57%	0.37%	99.63%	0.37%	99.63%	0.37%	
k	78	61	17	6.66%	0.97%	94.15%	5.85%	77.85%	22.15%	
n	123	101	22	10.42%	0.84%	95.46%	4.54%	81.85%	18.15%	
g	140	124	16	12.67%	0.67%	97.15%	2.85%	88.30%	11.70%	
ŕ	51	51	0	5.96%	0.96%	99.04%	0.96%	99.04%	0.96%	
i​	43	43	0	5.34%	1.14%	98.86%	1.14%	98.86%	1.14%	
​	868	623	245	62.29%	4.95%	92.66%	7.34%	71.75%	28.25%	
​​​​​​​​​​​​​​​​​​​​	42	42	0	5.27%	1.16%	98.84%	1.16%	98.84%	1.16%	
​​​​	24	24	0	4.30%	2.00%	98.00%	2.00%	98.00%	2.00%	
​c​	11	11	0	5.18%	4.17%	95.83%	4.17%	95.83%	4.17%	
​​​​​​​​​​​	1	1	0	25.05%	25.00%	75.00%	25.00%	75.00%	25.00%	
​​​​​​​​​​​​​h​​	1	1	0	25.05%	25.00%	75.00%	25.00%	75.00%	25.00%	
​​	31	31	0	4.57%	1.56%	98.44%	1.56%	98.44%	1.56%	
​​ϲ​​	1	1	0	25.05%	25.00%	75.00%	25.00%	75.00%	25.00%	
​​ō	3	3	0	12.73%	12.50%	87.50%	12.50%	87.50%	12.50%	
​​​ɱ	4	4	0	10.32%	10.00%	90.00%	10.00%	90.00%	10.00%	
​​​​​	7	7	0	6.86%	6.25%	93.75%	6.25%	93.75%	6.25%	
nice	105	47	58	5.13%	1.62%	79.92%	20.08%	44.81%	55.19%	
place	397	301	96	30.15%	2.04%	93.89%	6.11%	75.75%	24.25%	
meet	200	186	14	18.76%	0.53%	98.28%	1.72%	92.79%	7.21%	
mature	188	185	3	18.67%	0.32%	99.41%	0.59%	98.15%	1.85%	
men	799	729	70	72.87%	1.46%	98.06%	1.94%	91.19%	8.81%	
classy	140	138	2	14.06%	0.39%	99.36%	0.64%	98.23%	1.77%	
sophisticated	46	46	0	5.57%	1.06%	98.94%	1.06%	98.94%	1.06%	
women	792	734	58	73.37%	1.22%	98.38%	1.62%	92.62%	7.38%	
u	252	112	140	11.35%	2.99%	79.88%	20.12%	44.47%	55.53%	
single	181	161	20	16.29%	0.67%	97.31%	2.69%	88.74%	11.26%	
woman	229	183	46	18.44%	1.13%	95.02%	4.98%	79.78%	20.22%	
want	419	143	276	14.39%	5.63%	72.10%	27.90%	34.17%	65.83%	
marry	50	48	2	5.69%	1.02%	98.21%	1.79%	95.10%	4.90%	
kind	130	63	67	6.63%	1.71%	82.21%	17.79%	48.47%	51.53%	
make	453	109	344	10.99%	6.97%	61.28%	38.72%	24.12%	75.88%	
life	581	284	297	28.44%	6.02%	82.65%	17.35%	48.88%	51.12%	
adventurous	84	84	0	8.89%	0.59%	99.41%	0.59%	99.41%	0.59%	
it’s	61	58	3	6.51%	0.87%	98.19%	1.81%	94.35%	5.65%	
worth	167	123	44	12.52%	1.17%	93.07%	6.93%	73.51%	26.49%	
see	363	49	314	5.02%	6.40%	43.85%	56.15%	13.60%	86.40%	
how	693	156	537	15.65%	10.80%	59.21%	40.79%	22.55%	77.45%	
rich	216	152	64	15.36%	1.50%	92.04%	7.96%	70.28%	29.72%	
cashing	8	8	0	6.27%	5.56%	94.44%	5.56%	94.44%	5.56%	
in	3019	462	2557	46.20%	51.14%	47.46%	52.54%	15.31%	84.69%	
can	979	452	527	45.20%	10.58%	81.06%	18.94%	46.17%	53.83%	
too	351	71	280	7.22%	5.73%	55.89%	44.11%	20.31%	79.69%	
g00gle	10	10	0	5.45%	4.55%	95.45%	4.55%	95.45%	4.55%	
search	21	13	8	3.51%	2.43%	87.27%	12.73%	61.36%	38.64%	
following	26	9	17	2.72%	2.18%	71.74%	28.26%	35.19%	64.81%	
term	59	12	47	2.01%	1.76%	55.97%	44.03%	20.83%	79.17%	
slick	22	20	2	4.09%	2.21%	95.95%	4.05%	89.13%	10.87%	
cash''	17	16	1	4.29%	2.80%	96.06%	3.94%	91.67%	8.33%	
go	352	42	310	4.33%	6.32%	40.41%	59.59%	12.04%	87.96%	
top	40	12	28	2.39%	1.77%	67.74%	32.26%	30.49%	69.51%	
site	233	211	22	21.22%	0.65%	97.75%	2.25%	90.38%	9.62%	
then	386	39	347	4.02%	7.05%	36.01%	63.99%	10.21%	89.79%	
click	31	27	4	4.18%	1.64%	95.65%	4.35%	85.94%	14.06%	
on	1595	301	1294	30.11%	25.90%	53.77%	46.23%	18.89%	81.11%	
their	1020	291	729	29.12%	14.61%	66.60%	33.40%	28.55%	71.45%	
penny	28	25	3	4.14%	1.78%	96.01%	3.99%	87.93%	12.07%	
stock	61	18	43	2.58%	1.65%	67.38%	32.62%	29.84%	70.16%	
page	42	27	15	3.80%	1.46%	89.07%	10.93%	63.95%	36.05%	
will	881	61	820	6.15%	16.44%	27.14%	72.86%	6.97%	93.03%	
stocks	30	7	23	2.29%	2.06%	60.01%	39.99%	24.19%	75.81%	
tens	8	7	1	6.18%	5.57%	91.98%	8.02%	83.33%	16.67%	
thousands	48	38	10	4.74%	1.22%	94.08%	5.92%	78.57%	21.43%	
every	149	11	138	1.43%	3.07%	28.64%	71.36%	7.67%	92.33%	
month	72	9	63	1.57%	1.93%	41.78%	58.22%	13.01%	86.99%	
trick	31	26	5	4.08%	1.66%	94.85%	5.15%	82.81%	17.19%	
wealthy	102	75	27	7.91%	1.02%	92.86%	7.14%	73.30%	26.70%	
have	1673	136	1537	13.62%	30.75%	30.68%	69.32%	8.15%	91.85%	
been	370	85	285	8.61%	5.82%	59.83%	40.17%	23.05%	76.95%	
doing	196	28	168	3.04%	3.60%	45.48%	54.52%	14.47%	85.53%	
quite	51	27	24	3.61%	1.43%	84.23%	15.77%	52.88%	47.12%	
while	228	32	196	3.40%	4.12%	44.97%	55.03%	14.19%	85.81%	
we	1116	131	985	13.13%	19.73%	39.95%	60.05%	11.77%	88.23%	
always	145	15	130	1.83%	2.92%	36.68%	63.32%	10.62%	89.38%	
yourself	79	11	68	1.71%	1.97%	44.78%	55.22%	14.38%	85.63%	
troubled	13	11	2	4.59%	3.61%	93.17%	6.83%	82.14%	17.86%	
issues	46	11	35	2.14%	1.75%	60.87%	39.13%	24.47%	75.53%	
age	293	256	37	25.68%	0.91%	97.03%	2.97%	87.24%	12.76%	
difference	50	12	38	2.16%	1.73%	61.00%	39.00%	24.51%	75.49%	
still	224	18	206	2.01%	4.32%	30.49%	69.51%	8.22%	91.78%	
feeling	43	26	17	3.68%	1.47%	87.56%	12.44%	60.23%	39.77%	
strong	43	26	17	3.68%	1.47%	87.56%	12.44%	60.23%	39.77%	
urge	12	11	1	4.86%	3.86%	94.51%	5.49%	88.46%	11.54%	
finding	16	11	5	3.98%	3.04%	89.22%	10.78%	67.65%	32.35%	
younger	258	249	9	25.00%	0.37%	99.09%	0.91%	96.33%	3.67%	
than	392	25	367	2.62%	7.45%	25.47%	74.53%	6.49%	93.51%	
check	300	256	44	25.68%	1.04%	96.52%	3.48%	85.22%	14.78%	
out	880	300	580	30.02%	11.64%	72.09%	27.91%	34.11%	65.89%	
gap	167	166	1	16.80%	0.32%	99.58%	0.42%	99.11%	0.89%	
match	175	165	10	16.69%	0.48%	98.53%	1.47%	94.03%	5.97%	
where	427	224	203	22.46%	4.17%	84.58%	15.42%	52.45%	47.55%	
things	182	16	166	1.86%	3.58%	32.62%	67.38%	9.02%	90.98%	
start	77	16	61	2.22%	1.85%	56.65%	43.35%	21.15%	78.85%	
get	868	208	660	20.83%	13.24%	61.16%	38.84%	23.99%	76.01%	
better	395	70	325	7.11%	6.61%	51.85%	48.15%	17.80%	82.20%	
1	211	77	134	7.90%	2.90%	74.07%	25.93%	36.56%	63.44%	
seeking	286	279	7	27.98%	0.31%	99.33%	0.67%	97.39%	2.61%	
over	448	137	311	13.78%	6.32%	68.73%	31.27%	30.62%	69.38%	
32	76	74	2	7.95%	0.69%	98.82%	1.18%	96.75%	3.25%	
647	74	74	0	7.97%	0.67%	99.33%	0.67%	99.33%	0.67%	
quality	112	99	13	10.25%	0.70%	97.02%	2.98%	88.05%	11.95%	
members	106	85	21	8.89%	0.88%	94.87%	5.13%	79.91%	20.09%	
ready	138	107	31	10.98%	0.98%	94.20%	5.80%	77.34%	22.66%	
new	270	119	151	12.04%	3.19%	79.65%	20.35%	44.10%	55.90%	
adventure	107	107	0	11.06%	0.46%	99.54%	0.46%	99.54%	0.46%	
give	283	123	160	12.43%	3.36%	79.25%	20.75%	43.49%	56.51%	
them	662	107	555	10.76%	11.16%	49.08%	50.92%	16.21%	83.79%	
saying	112	5	107	0.94%	2.56%	19.21%	80.79%	4.87%	95.13%	
our	533	52	481	5.28%	9.70%	35.12%	64.88%	9.83%	90.17%	
puppet	5	1	4	8.42%	8.40%	54.63%	45.37%	25.00%	75.00%	
troops	19	2	17	2.69%	2.82%	37.69%	62.31%	12.50%	87.50%	
also	254	102	152	10.36%	3.22%	76.93%	23.07%	40.20%	59.80%	
you're	209	34	175	3.62%	3.72%	49.28%	50.72%	16.43%	83.57%	
rule	21	2	19	2.46%	2.64%	35.19%	64.81%	11.36%	88.64%	
right	310	11	299	1.26%	6.12%	15.65%	84.35%	3.70%	96.30%	
coool	1	1	0	25.05%	25.00%	75.00%	25.00%	75.00%	25.00%	
​​​​​​​​​​​​​​​	6	6	0	7.66%	7.14%	92.86%	7.14%	92.86%	7.14%	
c	193	159	34	16.08%	0.93%	95.66%	4.34%	82.22%	17.78%	
​​​​​​​​​​​​​​​h​	5	5	0	8.75%	8.33%	91.67%	8.33%	91.67%	8.33%	
​ϲ​	5	5	0	8.75%	8.33%	91.67%	8.33%	91.67%	8.33%	
​ō	26	26	0	4.36%	1.85%	98.15%	1.85%	98.15%	1.85%	
​​ɱ	25	25	0	4.33%	1.92%	98.08%	1.92%	98.08%	1.92%	
​​​	54	54	0	6.21%	0.91%	99.09%	0.91%	99.09%	0.91%	
cute	15	1	14	3.22%	3.39%	27.80%	72.20%	9.38%	90.63%	
little	172	23	149	2.58%	3.25%	43.60%	56.40%	13.58%	86.42%	
thing	227	6	221	0.82%	4.62%	12.12%	87.88%	2.85%	97.15%	
wonder	56	2	54	1.07%	1.94%	16.23%	83.77%	4.39%	95.61%	
she	437	66	371	6.70%	7.52%	47.08%	52.92%	15.18%	84.82%	
would	746	48	698	4.86%	14.01%	25.62%	74.38%	6.49%	93.51%	
biker	55	50	5	5.80%	0.99%	97.18%	2.82%	90.18%	9.82%	
r	207	148	59	14.97%	1.41%	92.41%	7.59%	71.39%	28.61%	
¡	27	27	0	4.39%	1.79%	98.21%	1.79%	98.21%	1.79%	
d	89	46	43	5.10%	1.41%	83.87%	16.13%	51.67%	48.33%	
t	110	42	68	4.61%	1.80%	75.31%	24.69%	38.29%	61.71%	
bikers	31	31	0	4.57%	1.56%	98.44%	1.56%	98.44%	1.56%	
romance	32	32	0	4.62%	1.52%	98.48%	1.52%	98.48%	1.52%	
love	832	619	213	61.89%	4.31%	93.51%	6.49%	74.37%	25.63%	
interested	55	50	5	5.80%	0.99%	97.18%	2.82%	90.18%	9.82%	
40	184	152	32	15.39%	0.91%	95.71%	4.29%	82.43%	17.57%	
date	82	67	15	7.22%	0.90%	95.16%	4.84%	81.33%	18.67%	
yes	169	9	160	1.19%	3.48%	22.12%	77.88%	5.59%	94.41%	
olderdatingyounger	27	27	0	4.39%	1.79%	98.21%	1.79%	98.21%	1.79%	
focused	57	56	1	6.37%	0.88%	98.79%	1.21%	97.41%	2.59%	
community	159	141	18	14.32%	0.67%	97.21%	2.79%	88.44%	11.56%	
young	211	98	113	9.99%	2.49%	81.11%	18.89%	46.46%	53.54%	
guys	109	33	76	3.72%	1.96%	68.30%	31.70%	30.45%	69.55%	
appreciate	19	13	6	3.74%	2.61%	89.47%	10.53%	67.50%	32.50%	
maturity	15	13	2	4.34%	3.16%	94.08%	5.92%	84.38%	15.63%	
boomer	37	34	3	4.63%	1.37%	97.00%	3.00%	90.79%	9.21%	
b	146	98	48	10.07%	1.29%	90.80%	9.20%	67.01%	32.99%	
oomermingle	28	28	0	4.43%	1.72%	98.28%	1.72%	98.28%	1.72%	
it's	552	153	399	15.36%	8.06%	65.69%	34.31%	27.76%	72.24%	
meeting	126	120	6	12.30%	0.51%	98.62%	1.38%	94.88%	5.12%	
senior	133	129	4	13.18%	0.45%	99.02%	0.98%	96.64%	3.36%	
relatively	44	43	1	5.32%	1.13%	98.44%	1.56%	96.67%	3.33%	
career	45	40	5	5.00%	1.18%	96.53%	3.47%	88.04%	11.96%	
understand	136	52	84	5.53%	2.03%	75.39%	24.61%	38.32%	61.68%	
treat	61	53	8	6.02%	0.96%	96.31%	3.69%	86.29%	13.71%	
marriage	44	38	6	4.83%	1.23%	95.90%	4.10%	85.56%	14.44%	
searching	62	61	1	6.80%	0.81%	98.88%	1.12%	97.62%	2.38%	
own	231	47	184	4.90%	3.88%	56.06%	43.94%	20.47%	79.53%	
old	195	80	115	8.21%	2.54%	77.53%	22.47%	41.07%	58.93%	
living	69	9	60	1.60%	1.90%	42.96%	57.04%	13.57%	86.43%	
feel	172	31	141	3.37%	3.09%	52.35%	47.65%	18.21%	81.79%	
lonely	18	16	2	4.15%	2.67%	95.06%	4.94%	86.84%	13.16%	
very	236	31	205	3.30%	4.29%	43.08%	56.92%	13.29%	86.71%	
common	39	11	28	2.32%	1.80%	65.86%	34.14%	28.75%	71.25%	
prefer	20	14	6	3.71%	2.50%	90.10%	9.90%	69.05%	30.95%	
as	1053	139	914	13.93%	18.31%	43.20%	56.80%	13.24%	86.76%	
usually	36	18	18	3.10%	1.70%	82.43%	17.57%	50.00%	50.00%	
stable	46	44	2	5.37%	1.10%	98.05%	1.95%	94.68%	5.32%	
why	360	38	322	3.93%	6.56%	37.15%	62.85%	10.66%	89.34%	
not	1579	137	1442	13.72%	28.85%	32.22%	67.78%	8.70%	91.30%	
much	261	24	237	2.58%	4.91%	33.68%	66.32%	9.35%	90.65%	
partner	25	23	2	4.13%	1.96%	96.43%	3.57%	90.38%	9.62%	
trending	7	5	2	6.69%	6.29%	87.27%	12.73%	68.75%	31.25%	
nowadays	15	10	5	4.06%	3.22%	88.35%	11.65%	65.63%	34.38%	
simply	43	12	31	2.31%	1.74%	65.57%	34.43%	28.41%	71.59%	
worthy	23	10	13	3.04%	2.33%	78.14%	21.86%	43.75%	56.25%	
​​​​​​​​​​​​	4	4	0	10.32%	10.00%	90.00%	10.00%	90.00%	10.00%	
​​​​​​h​​​	4	4	0	10.32%	10.00%	90.00%	10.00%	90.00%	10.00%	
​​​ϲ​	4	4	0	10.32%	10.00%	90.00%	10.00%	90.00%	10.00%	
​​​ō	5	5	0	8.75%	8.33%	91.67%	8.33%	91.67%	8.33%	
​​​​ɱ	5	5	0	8.75%	8.33%	91.67%	8.33%	91.67%	8.33%	
​​​​​​​	31	30	1	4.47%	1.58%	97.80%	2.20%	95.31%	4.69%	
singe	4	4	0	10.32%	10.00%	90.00%	10.00%	90.00%	10.00%	
without	151	48	103	5.10%	2.38%	69.84%	30.16%	31.91%	68.09%	
special	113	84	29	8.76%	1.01%	93.16%	6.84%	74.12%	25.88%	
long	174	54	120	5.65%	2.67%	69.12%	30.88%	31.14%	68.86%	
dry	54	47	7	5.52%	1.05%	96.25%	3.75%	86.36%	13.64%	
period	114	88	26	9.16%	0.95%	94.03%	5.97%	76.96%	23.04%	
o	247	216	31	21.71%	0.82%	97.02%	2.98%	87.30%	12.70%	
m	173	151	22	15.30%	0.72%	96.90%	3.10%	87.07%	12.93%	
p	85	52	33	5.72%	1.23%	88.29%	11.71%	61.05%	38.95%	
​​d	15	15	0	4.53%	3.13%	96.88%	3.13%	96.88%	3.13%	
0	105	89	16	9.29%	0.79%	96.09%	3.91%	84.43%	15.57%	
offers	50	47	3	5.59%	1.04%	97.78%	2.22%	93.14%	6.86%	
great	187	78	109	8.02%	2.43%	78.01%	21.99%	41.76%	58.24%	
platform	49	47	2	5.61%	1.04%	98.17%	1.83%	95.00%	5.00%	
activities	48	47	1	5.62%	1.04%	98.56%	1.44%	96.94%	3.06%	
partners	47	47	0	5.64%	1.04%	98.96%	1.04%	98.96%	1.04%	
people	1378	227	1151	22.72%	23.04%	49.65%	50.35%	16.50%	83.50%	
travel	54	47	7	5.52%	1.05%	96.25%	3.75%	86.36%	13.64%	
companions	48	47	1	5.62%	1.04%	98.56%	1.44%	96.94%	3.06%	
dream	59	48	11	5.55%	1.05%	94.86%	5.14%	80.83%	19.17%	
lover	49	47	2	5.61%	1.04%	98.17%	1.83%	95.00%	5.00%	
whoever	18	2	16	2.82%	2.93%	39.07%	60.93%	13.16%	86.84%	
beats	4	1	3	10.08%	10.05%	60.00%	40.00%	30.00%	70.00%	
most	215	20	195	2.22%	4.11%	33.97%	66.03%	9.49%	90.51%	
meat	13	6	7	4.13%	3.70%	78.86%	21.14%	46.43%	53.57%	
mer	6	6	0	7.66%	7.14%	92.86%	7.14%	92.86%	7.14%	
l	37	24	13	3.65%	1.57%	89.17%	10.83%	64.47%	35.53%	
dn't	1	1	0	25.05%	25.00%	75.00%	25.00%	75.00%	25.00%	
need	244	14	230	1.60%	4.79%	23.44%	76.56%	5.92%	94.08%	
because	473	32	441	3.30%	8.91%	26.67%	73.33%	6.86%	93.14%	
some	433	12	421	1.31%	8.52%	12.56%	87.44%	2.88%	97.12%	
reason	75	2	73	0.86%	2.10%	12.55%	87.45%	3.29%	96.71%	
actually	85	1	84	0.68%	2.24%	6.13%	93.87%	1.74%	98.26%	
believed	8	1	7	5.64%	5.68%	42.59%	57.41%	16.67%	83.33%	
housing	30	2	28	1.81%	2.15%	27.08%	72.92%	8.06%	91.94%	
prices	52	2	50	1.14%	1.92%	17.30%	82.70%	4.72%	95.28%	
