first	221	160	61	3.41%	3.26%	51.19%	48.81%	72.30%	27.70%	
now	793	632	161	12.69%	8.10%	61.08%	38.92%	79.66%	20.34%	
don’t	120	120	0	2.79%	0.41%	99.59%	0.41%	99.59%	0.41%	
wait	147	123	24	2.78%	1.53%	67.10%	32.90%	83.45%	16.55%	
any	323	179	144	3.72%	7.33%	33.26%	66.74%	55.40%	44.60%	
longer	134	121	13	2.77%	1.02%	78.61%	21.39%	90.00%	10.00%	
try	2365	2323	42	46.46%	2.12%	95.66%	4.34%	98.20%	1.80%	
join	547	546	1	10.99%	0.14%	99.45%	0.55%	99.73%	0.27%	
♥	684	684	0	13.73%	0.07%	99.93%	0.07%	99.93%	0.07%	
s	292	254	38	5.23%	2.06%	72.70%	27.30%	86.86%	13.14%	
e	1602	1594	8	31.89%	0.43%	98.73%	1.27%	99.47%	0.53%	
kβoomer	6	6	0	7.25%	7.14%	92.86%	7.14%	92.86%	7.14%	
hey	30	14	16	1.88%	2.39%	26.70%	73.30%	46.77%	53.23%	
mikey	15	5	10	3.22%	3.59%	18.75%	81.25%	34.38%	65.63%	
did	177	63	114	1.53%	5.95%	18.28%	81.72%	35.67%	64.33%	
know	369	185	184	3.83%	9.31%	28.74%	71.26%	50.14%	49.86%	
when	406	164	242	3.39%	12.19%	21.40%	78.60%	40.42%	59.58%	
someone	1283	1203	80	24.08%	4.04%	85.72%	14.28%	93.73%	6.27%	
says	45	12	33	1.32%	2.70%	13.51%	86.49%	27.17%	72.83%	
i	6122	4817	1305	96.33%	65.25%	59.62%	40.38%	78.68%	21.32%	
stand	33	11	22	1.68%	2.54%	17.65%	82.35%	33.82%	66.18%	
corrected	3	1	2	12.52%	12.58%	25.00%	75.00%	37.50%	62.50%	
it	3525	2686	839	53.72%	41.95%	56.15%	43.85%	76.19%	23.81%	
means	44	16	28	1.42%	2.48%	19.30%	80.70%	36.67%	63.33%	
they	2517	1832	685	36.65%	34.26%	51.69%	48.31%	72.78%	27.22%	
admitting	2	1	1	16.68%	16.70%	35.71%	64.29%	50.00%	50.00%	
were	219	60	159	1.42%	8.14%	13.28%	86.72%	27.50%	72.50%	
wrong	61	30	31	1.40%	2.33%	28.26%	71.74%	49.19%	50.81%	
don't	502	224	278	4.57%	13.97%	24.43%	75.57%	44.63%	55.37%	
believe	113	62	51	1.67%	2.97%	32.87%	67.13%	54.82%	45.18%	
me	1837	1606	231	32.13%	11.57%	73.54%	26.46%	87.40%	12.60%	
which	144	79	65	1.91%	3.57%	32.83%	67.17%	54.83%	45.17%	
course	40	9	31	1.40%	2.73%	11.37%	88.63%	23.17%	76.83%	
dare	8	1	7	5.57%	5.87%	10.36%	89.64%	16.67%	83.33%	
look	139	52	87	1.39%	4.68%	19.51%	80.49%	37.50%	62.50%	
up	435	175	260	3.61%	13.08%	21.28%	78.72%	40.25%	59.75%	
or	1573	1227	346	24.56%	17.32%	58.65%	41.35%	77.99%	22.01%	
ask	34	11	23	1.64%	2.55%	17.03%	82.97%	32.86%	67.14%	
maybe	819	757	62	15.18%	3.16%	82.96%	17.04%	92.38%	7.62%	
could	217	105	112	2.32%	5.80%	27.38%	72.62%	48.39%	51.61%	
gayslinger	3	1	2	12.52%	12.58%	25.00%	75.00%	37.50%	62.50%	
he's	50	15	35	1.27%	2.70%	15.33%	84.67%	30.39%	69.61%	
a	10792	8896	1896	177.91%	94.80%	65.24%	34.76%	82.43%	17.57%	
pretty	94	64	30	1.79%	2.01%	46.08%	53.92%	67.89%	32.11%	
smart	21	9	12	2.44%	2.85%	24.30%	75.70%	43.18%	56.82%	
guy	385	345	40	7.01%	2.12%	77.46%	22.54%	89.51%	10.49%	
might	66	27	39	1.28%	2.67%	22.11%	77.89%	41.04%	58.96%	
say	175	69	106	1.66%	5.55%	20.83%	79.17%	39.49%	60.51%	
correct	19	6	13	2.61%	3.12%	17.31%	82.69%	32.50%	67.50%	
maintaining	3	1	2	12.52%	12.58%	25.00%	75.00%	37.50%	62.50%	
your	2261	1848	413	36.97%	20.66%	64.15%	35.85%	81.72%	18.28%	
opinion	17	8	9	2.93%	3.20%	27.55%	72.45%	47.22%	52.78%	
after	546	485	61	9.77%	3.14%	76.03%	23.97%	88.76%	11.24%	
someones'	2	1	1	16.68%	16.70%	35.71%	64.29%	50.00%	50.00%	
rebuttal	2	1	1	16.68%	16.70%	35.71%	64.29%	50.00%	50.00%	
it'd	2	1	1	16.68%	16.70%	35.71%	64.29%	50.00%	50.00%	
be	996	446	550	8.96%	27.52%	24.52%	75.48%	44.78%	55.22%	
kinda	7	2	5	6.29%	6.47%	18.32%	81.68%	31.25%	68.75%	
different	45	18	27	1.44%	2.41%	21.68%	78.32%	40.22%	59.78%	
but	708	332	376	6.70%	18.84%	26.13%	73.87%	46.90%	53.10%	
more	1677	1411	266	28.23%	13.32%	67.96%	32.04%	84.12%	15.88%	
accurate	5	1	4	8.35%	8.50%	15.91%	84.09%	25.00%	75.00%	
statement	14	6	8	3.45%	3.71%	24.87%	75.13%	43.33%	56.67%	
express	4	3	1	10.05%	10.04%	53.64%	46.36%	70.00%	30.00%	
thugs	11	6	5	4.28%	4.40%	33.90%	66.10%	54.17%	45.83%	
do	534	210	324	4.29%	16.26%	20.64%	79.36%	39.35%	60.65%	
write	26	7	19	1.99%	2.77%	14.22%	85.78%	27.78%	72.22%	
rules	12	4	8	3.92%	4.22%	19.23%	80.77%	34.62%	65.38%	
for	6368	5556	812	111.11%	40.60%	73.24%	26.76%	87.24%	12.76%	
grammar	11	7	4	4.30%	4.35%	41.91%	58.09%	62.50%	37.50%	
spelling	18	12	6	2.86%	2.92%	44.74%	55.26%	65.79%	34.21%	
definitions	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
words	35	13	22	1.64%	2.46%	19.98%	80.02%	37.50%	62.50%	
i'm	563	445	118	8.97%	5.98%	60.12%	39.88%	78.99%	21.01%	
probably	131	88	43	2.13%	2.51%	45.05%	54.95%	67.05%	32.95%	
again	755	697	58	13.99%	2.96%	82.74%	17.26%	92.26%	7.74%	
really	240	126	114	2.72%	5.88%	30.74%	69.26%	52.49%	47.51%	
my	2603	2261	342	45.22%	17.11%	72.55%	27.45%	86.85%	13.15%	
best	3027	2989	38	59.78%	1.92%	96.90%	3.10%	98.73%	1.27%	
friend	1385	1368	17	27.38%	0.89%	96.95%	3.05%	98.74%	1.26%	
has	1689	1468	221	29.37%	11.07%	72.64%	27.36%	86.89%	13.11%	
just	2040	1713	327	34.27%	16.37%	67.69%	32.31%	83.95%	16.05%	
announced	1344	1343	1	26.88%	0.09%	99.78%	0.22%	99.89%	0.11%	
her	1596	1437	159	28.75%	7.98%	78.31%	21.69%	90.01%	9.99%	
wedding	1326	1325	1	26.52%	0.09%	99.77%	0.23%	99.89%	0.11%	
with	2877	2414	463	48.28%	23.16%	67.58%	32.42%	83.90%	16.10%	
an	1364	1185	179	23.72%	8.98%	72.57%	27.43%	86.85%	13.15%	
older	4893	4887	6	97.73%	0.31%	99.68%	0.32%	99.87%	0.13%	
successful	2821	2817	4	56.34%	0.22%	99.63%	0.37%	99.84%	0.16%	
man	1394	1346	48	26.94%	2.43%	91.78%	8.22%	96.52%	3.48%	
met	1318	1315	3	26.32%	0.19%	99.40%	0.60%	99.73%	0.27%	
via	925	923	2	18.49%	0.15%	99.41%	0.59%	99.73%	0.27%	
ś	486	486	0	9.80%	0.10%	99.90%	0.10%	99.90%	0.10%	
ē	894	894	0	17.92%	0.06%	99.94%	0.06%	99.94%	0.06%	
k	745	740	5	14.85%	0.32%	98.27%	1.73%	99.26%	0.74%	
n	804	801	3	16.06%	0.21%	99.01%	0.99%	99.57%	0.43%	
g	1062	1054	8	21.11%	0.45%	98.09%	1.91%	99.20%	0.80%	
ŕ	719	719	0	14.43%	0.07%	99.93%	0.07%	99.93%	0.07%	
i​	216	216	0	4.53%	0.23%	99.77%	0.23%	99.77%	0.23%	
​	3755	3671	84	73.41%	4.21%	94.58%	5.42%	97.75%	2.25%	
​​​​​​​​​​​​​​​​​​​​	1336	1336	0	26.74%	0.04%	99.96%	0.04%	99.96%	0.04%	
​​​​	398	398	0	8.07%	0.13%	99.87%	0.13%	99.87%	0.13%	
​c​	184	184	0	3.93%	0.27%	99.73%	0.27%	99.73%	0.27%	
​​​​​​​​​​​	32	32	0	2.14%	1.52%	98.48%	1.52%	98.48%	1.52%	
​​​​​​​​​​​​​h​​	15	15	0	3.41%	3.13%	96.88%	3.13%	96.88%	3.13%	
​​	184	184	0	3.93%	0.27%	99.73%	0.27%	99.73%	0.27%	
​​ϲ​​	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
​​ō	3	3	0	12.55%	12.50%	87.50%	12.50%	87.50%	12.50%	
​​​ɱ	4	4	0	10.06%	10.00%	90.00%	10.00%	90.00%	10.00%	
​​​​​	59	59	0	1.99%	0.83%	99.17%	0.83%	99.17%	0.83%	
nice	412	397	15	8.04%	0.87%	91.27%	8.73%	96.25%	3.75%	
place	1500	1465	35	29.31%	1.78%	94.33%	5.67%	97.63%	2.37%	
meet	1311	1308	3	26.18%	0.19%	99.39%	0.61%	99.73%	0.27%	
mature	2045	2045	0	40.90%	0.02%	99.98%	0.02%	99.98%	0.02%	
men	3891	3871	20	77.41%	1.01%	98.71%	1.29%	99.47%	0.53%	
classy	1208	1207	1	24.16%	0.09%	99.75%	0.25%	99.88%	0.12%	
sophisticated	381	381	0	7.73%	0.13%	99.87%	0.13%	99.87%	0.13%	
women	3793	3780	13	75.59%	0.66%	99.13%	0.87%	99.64%	0.36%	
u	534	489	45	9.86%	2.34%	81.24%	18.76%	91.50%	8.50%	
single	1288	1280	8	25.62%	0.44%	98.42%	1.58%	99.34%	0.66%	
woman	1686	1672	14	33.45%	0.73%	97.92%	2.08%	99.14%	0.86%	
want	840	709	131	14.22%	6.60%	68.38%	31.62%	84.36%	15.64%	
marry	701	700	1	14.05%	0.12%	99.57%	0.43%	99.79%	0.21%	
kind	772	742	30	14.89%	1.56%	90.77%	9.23%	96.05%	3.95%	
make	1137	997	140	19.97%	7.04%	74.00%	26.00%	87.65%	12.35%	
life	1634	1539	95	30.79%	4.78%	86.61%	13.39%	94.16%	5.84%	
adventurous	645	645	0	12.96%	0.08%	99.92%	0.08%	99.92%	0.08%	
it’s	631	631	0	12.68%	0.08%	99.92%	0.08%	99.92%	0.08%	
worth	863	842	21	16.88%	1.11%	94.08%	5.92%	97.51%	2.49%	
see	445	330	115	6.70%	5.85%	53.43%	46.57%	74.10%	25.90%	
how	862	656	206	13.16%	10.35%	56.01%	43.99%	76.07%	23.93%	
rich	915	887	28	17.78%	1.45%	92.64%	7.36%	96.89%	3.11%	
cashing	57	57	0	1.98%	0.86%	99.14%	0.86%	99.14%	0.86%	
in	3207	2126	1081	42.52%	54.05%	44.03%	55.97%	66.29%	33.71%	
can	2813	2602	211	52.04%	10.56%	83.13%	16.87%	92.48%	7.52%	
too	674	561	113	11.28%	5.72%	66.48%	33.52%	83.19%	16.81%	
g00gle	59	59	0	1.99%	0.83%	99.17%	0.83%	99.17%	0.83%	
search	84	78	6	2.13%	0.88%	83.47%	16.53%	92.35%	7.65%	
following	81	76	5	2.11%	0.86%	85.44%	14.56%	93.29%	6.71%	
term	270	250	20	5.17%	1.18%	83.21%	16.79%	92.44%	7.56%	
slick	148	147	1	3.26%	0.39%	98.00%	2.00%	98.99%	1.01%	
cash''	133	132	1	2.99%	0.42%	97.78%	2.22%	98.88%	1.12%	
go	343	227	116	4.67%	5.93%	43.92%	56.08%	66.13%	33.87%	
top	153	144	9	3.19%	0.77%	86.25%	13.75%	93.83%	6.17%	
site	1294	1282	12	25.66%	0.64%	97.68%	2.32%	99.03%	0.97%	
then	448	298	150	6.06%	7.59%	44.29%	55.71%	66.48%	33.52%	
click	157	155	2	3.40%	0.42%	96.58%	3.42%	98.42%	1.58%	
on	2114	1593	521	31.87%	26.06%	55.01%	44.99%	75.34%	24.66%	
their	1735	1477	258	29.55%	12.92%	69.59%	30.41%	85.11%	14.89%	
penny	182	180	2	3.85%	0.37%	97.04%	2.96%	98.63%	1.37%	
stock	155	136	19	3.02%	1.26%	73.96%	26.04%	87.50%	12.50%	
page	161	156	5	3.41%	0.56%	92.32%	7.68%	96.60%	3.40%	
will	793	481	312	9.67%	15.64%	38.16%	61.84%	60.64%	39.36%	
stocks	58	47	11	1.77%	1.39%	62.87%	37.13%	80.51%	19.49%	
tens	45	45	0	1.97%	1.09%	98.91%	1.09%	98.91%	1.09%	
thousands	146	141	5	3.14%	0.59%	91.57%	8.43%	96.26%	3.74%	
every	146	83	63	1.99%	3.47%	34.62%	65.38%	56.80%	43.20%	
month	89	65	24	1.84%	1.74%	51.98%	48.02%	72.78%	27.22%	
trick	81	76	5	2.11%	0.86%	85.44%	14.56%	93.29%	6.71%	
wealthy	198	187	11	3.97%	0.80%	86.99%	13.01%	94.22%	5.78%	
have	1523	912	611	18.26%	30.56%	37.39%	62.61%	59.88%	40.12%	
been	500	390	110	7.88%	5.59%	58.63%	41.37%	77.94%	22.06%	
doing	178	107	71	2.41%	3.81%	37.68%	62.32%	60.06%	39.94%	
quite	89	78	11	2.10%	1.10%	73.67%	26.33%	87.22%	12.78%	
while	180	106	74	2.38%	3.96%	36.50%	63.50%	58.84%	41.16%	
we	786	374	412	7.53%	20.64%	26.67%	73.33%	47.59%	52.41%	
always	343	296	47	6.05%	2.49%	71.52%	28.48%	86.19%	13.81%	
yourself	100	73	27	1.94%	1.83%	51.94%	48.06%	72.77%	27.23%	
troubled	15	15	0	3.41%	3.13%	96.88%	3.13%	96.88%	3.13%	
issues	36	18	18	1.70%	2.23%	29.15%	70.85%	50.00%	50.00%	
age	1053	1042	11	20.87%	0.60%	97.38%	2.62%	98.91%	1.09%	
difference	35	21	14	1.80%	2.07%	37.85%	62.15%	59.72%	40.28%	
still	226	137	89	2.95%	4.65%	38.16%	61.84%	60.57%	39.43%	
feeling	45	42	3	1.91%	1.23%	84.09%	15.91%	92.39%	7.61%	
strong	49	42	7	1.82%	1.34%	70.18%	29.82%	85.00%	15.00%	
urge	16	15	1	3.22%	2.99%	83.61%	16.39%	91.18%	8.82%	
finding	20	17	3	2.70%	2.52%	68.46%	31.54%	83.33%	16.67%	
younger	1193	1192	1	23.86%	0.09%	99.75%	0.25%	99.87%	0.13%	
than	355	170	185	3.53%	9.36%	26.94%	73.06%	47.89%	52.11%	
check	1090	1073	17	21.49%	0.90%	96.15%	3.85%	98.40%	1.60%	
out	1739	1500	239	30.01%	11.97%	71.50%	28.50%	86.24%	13.76%	
gap	748	748	0	15.01%	0.07%	99.93%	0.07%	99.93%	0.07%	
match	583	576	7	11.59%	0.44%	96.97%	3.03%	98.72%	1.28%	
where	1106	1009	97	20.21%	4.89%	80.60%	19.40%	91.19%	8.81%	
things	161	86	75	2.02%	4.04%	31.56%	68.44%	53.40%	46.60%	
start	90	57	33	1.68%	2.18%	40.96%	59.04%	63.19%	36.81%	
get	1224	973	251	19.48%	12.58%	60.78%	39.22%	79.47%	20.53%	
better	406	263	143	5.37%	7.26%	42.40%	57.60%	64.74%	35.26%	
1	407	350	57	7.11%	2.97%	71.01%	28.99%	85.91%	14.09%	
seeking	1252	1251	1	25.04%	0.09%	99.76%	0.24%	99.88%	0.12%	
over	638	503	135	10.12%	6.82%	59.83%	40.17%	78.79%	21.21%	
32	153	152	1	3.34%	0.37%	98.07%	1.93%	99.03%	0.97%	
647	76	76	0	2.15%	0.65%	99.35%	0.65%	99.35%	0.65%	
quality	293	286	7	5.87%	0.52%	94.08%	5.92%	97.45%	2.55%	
members	286	282	4	5.79%	0.37%	96.41%	3.59%	98.43%	1.57%	
ready	523	508	15	10.24%	0.84%	93.04%	6.96%	97.04%	2.96%	
new	647	558	89	11.22%	4.52%	71.46%	28.54%	86.19%	13.81%	
adventure	507	507	0	10.22%	0.10%	99.90%	0.10%	99.90%	0.10%	
give	906	847	59	16.98%	3.00%	85.13%	14.87%	93.44%	6.56%	
them	789	560	229	11.25%	11.50%	49.45%	50.55%	70.95%	29.05%	
saying	77	30	47	1.23%	2.96%	20.72%	79.28%	39.10%	60.90%	
our	401	187	214	3.86%	10.80%	25.96%	74.04%	46.64%	53.36%	
puppet	3	2	1	12.53%	12.54%	45.83%	54.17%	62.50%	37.50%	
troops	10	3	7	4.60%	4.86%	17.85%	82.15%	31.82%	68.18%	
also	266	198	68	4.13%	3.57%	53.79%	46.21%	74.34%	25.66%	
you're	574	511	63	10.29%	3.23%	76.39%	23.61%	88.96%	11.04%	
rule	9	3	6	5.05%	5.27%	20.00%	80.00%	35.00%	65.00%	
right	173	58	115	1.44%	6.00%	16.98%	83.02%	33.62%	66.38%	
coool	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
​​​​​​​​​​​​​​​	38	38	0	2.02%	1.28%	98.72%	1.28%	98.72%	1.28%	
c	825	817	8	16.38%	0.46%	97.55%	2.45%	98.97%	1.03%	
​​​​​​​​​​​​​​​h​	6	6	0	7.25%	7.14%	92.86%	7.14%	92.86%	7.14%	
​ϲ​	5	5	0	8.42%	8.33%	91.67%	8.33%	91.67%	8.33%	
​ō	28	28	0	2.26%	1.72%	98.28%	1.72%	98.28%	1.72%	
​​ɱ	27	27	0	2.31%	1.79%	98.21%	1.79%	98.21%	1.79%	
​​​	569	569	0	11.45%	0.09%	99.91%	0.09%	99.91%	0.09%	
cute	7	2	5	6.29%	6.47%	18.32%	81.68%	31.25%	68.75%	
little	158	92	66	2.14%	3.59%	35.89%	64.11%	58.18%	41.82%	
thing	124	39	85	1.17%	4.62%	15.78%	84.22%	31.60%	68.40%	
wonder	26	12	14	2.08%	2.53%	26.44%	73.56%	46.30%	53.70%	
she	386	223	163	4.58%	8.26%	35.41%	64.59%	57.75%	42.25%	
would	563	271	292	5.50%	14.66%	27.11%	72.89%	48.14%	51.86%	
biker	174	171	3	3.69%	0.43%	95.54%	4.46%	98.00%	2.00%	
r	533	516	17	10.39%	0.94%	92.31%	7.69%	96.72%	3.28%	
¡	51	51	0	1.96%	0.96%	99.04%	0.96%	99.04%	0.96%	
d	230	209	21	4.38%	1.26%	79.79%	20.21%	90.69%	9.31%	
t	254	227	27	4.72%	1.54%	76.97%	23.03%	89.22%	10.78%	
bikers	100	100	0	2.48%	0.50%	99.50%	0.50%	99.50%	0.50%	
romance	296	296	0	6.07%	0.17%	99.83%	0.17%	99.83%	0.17%	
love	2801	2718	83	54.36%	4.17%	92.89%	7.11%	97.02%	2.98%	
interested	254	253	1	5.24%	0.25%	98.83%	1.17%	99.41%	0.59%	
40	681	665	16	13.35%	0.87%	94.26%	5.74%	97.58%	2.42%	
date	635	630	5	12.66%	0.33%	97.98%	2.02%	99.14%	0.86%	
yes	90	25	65	1.04%	3.76%	13.74%	86.26%	28.02%	71.98%	
olderdatingyounger	47	47	0	1.96%	1.04%	98.96%	1.04%	98.96%	1.04%	
focused	340	340	0	6.93%	0.15%	99.85%	0.15%	99.85%	0.15%	
community	575	567	8	11.41%	0.49%	96.51%	3.49%	98.52%	1.48%	
young	539	512	27	10.31%	1.44%	88.28%	11.72%	94.91%	5.09%	
guys	176	154	22	3.35%	1.38%	73.55%	26.45%	87.29%	12.71%	
appreciate	28	24	4	2.19%	1.92%	69.88%	30.12%	84.48%	15.52%	
maturity	23	22	1	2.51%	2.13%	88.14%	11.86%	93.75%	6.25%	
boomer	36	34	2	2.01%	1.45%	86.17%	13.83%	93.24%	6.76%	
b	131	113	18	2.62%	1.27%	71.36%	28.64%	85.98%	14.02%	
oomermingle	28	28	0	2.26%	1.72%	98.28%	1.72%	98.28%	1.72%	
it's	1932	1772	160	35.45%	8.02%	81.57%	18.43%	91.70%	8.30%	
meeting	499	496	3	10.00%	0.25%	98.41%	1.59%	99.30%	0.70%	
senior	972	970	2	19.43%	0.15%	99.44%	0.56%	99.74%	0.26%	
relatively	93	92	1	2.35%	0.58%	96.85%	3.15%	98.40%	1.60%	
career	53	52	1	1.95%	0.98%	94.57%	5.43%	97.22%	2.78%	
understand	257	223	34	4.64%	1.89%	72.32%	27.68%	86.63%	13.37%	
treat	194	191	3	4.06%	0.41%	95.98%	4.02%	98.21%	1.79%	
marriage	81	76	5	2.11%	0.86%	85.44%	14.56%	93.29%	6.71%	
searching	453	453	0	9.15%	0.11%	99.89%	0.11%	99.89%	0.11%	
own	170	103	67	2.34%	3.62%	38.15%	61.85%	60.53%	39.47%	
old	454	411	43	8.31%	2.26%	79.20%	20.80%	90.44%	9.56%	
living	77	48	29	1.59%	2.07%	39.96%	60.04%	62.18%	37.82%	
feel	318	275	43	5.64%	2.30%	71.83%	28.17%	86.36%	13.64%	
lonely	342	342	0	6.97%	0.15%	99.85%	0.15%	99.85%	0.15%	
very	335	252	83	5.17%	4.29%	54.83%	45.17%	75.15%	24.85%	
common	39	30	9	1.84%	1.69%	56.96%	43.04%	76.25%	23.75%	
prefer	62	60	2	1.97%	0.89%	91.64%	8.36%	96.03%	3.97%	
as	1013	653	360	13.10%	18.03%	42.06%	57.94%	64.45%	35.55%	
usually	238	229	9	4.77%	0.66%	90.88%	9.12%	96.03%	3.97%	
stable	328	327	1	6.67%	0.20%	99.09%	0.91%	99.54%	0.46%	
why	497	367	130	7.43%	6.59%	53.03%	46.97%	73.80%	26.20%	
not	1313	716	597	14.35%	29.87%	32.43%	67.57%	54.53%	45.47%	
much	400	306	94	6.23%	4.81%	56.55%	43.45%	76.43%	23.57%	
partner	130	130	0	2.96%	0.38%	99.62%	0.38%	99.62%	0.38%	
trending	15	13	2	3.37%	3.22%	70.83%	29.17%	84.38%	15.63%	
nowadays	58	55	3	1.93%	0.99%	87.36%	12.64%	94.07%	5.93%	
simply	210	195	15	4.12%	0.98%	83.71%	16.29%	92.65%	7.35%	
worthy	196	193	3	4.09%	0.40%	96.02%	3.98%	98.22%	1.78%	
​​​​​​​​​​​​	80	80	0	2.20%	0.62%	99.38%	0.62%	99.38%	0.62%	
​​​​​​h​​​	27	27	0	2.31%	1.79%	98.21%	1.79%	98.21%	1.79%	
​​​ϲ​	4	4	0	10.06%	10.00%	90.00%	10.00%	90.00%	10.00%	
​​​ō	5	5	0	8.42%	8.33%	91.67%	8.33%	91.67%	8.33%	
​​​​ɱ	5	5	0	8.42%	8.33%	91.67%	8.33%	91.67%	8.33%	
​​​​​​​	89	89	0	2.32%	0.56%	99.44%	0.56%	99.44%	0.56%	
singe	4	4	0	10.06%	10.00%	90.00%	10.00%	90.00%	10.00%	
without	151	106	45	2.44%	2.56%	48.52%	51.48%	70.07%	29.93%	
special	506	489	17	9.86%	0.95%	91.92%	8.08%	96.55%	3.45%	
long	271	224	47	4.65%	2.53%	65.54%	34.46%	82.54%	17.46%	
dry	95	92	3	2.34%	0.67%	92.02%	7.98%	96.35%	3.65%	
period	155	141	14	3.12%	1.02%	79.92%	20.08%	90.71%	9.29%	
o	398	388	10	7.87%	0.62%	93.84%	6.16%	97.37%	2.63%	
m	193	183	10	3.90%	0.76%	87.78%	12.22%	94.59%	5.41%	
p	72	63	9	1.93%	1.13%	73.36%	26.64%	86.99%	13.01%	
​​d	15	15	0	3.41%	3.13%	96.88%	3.13%	96.88%	3.13%	
0	231	225	6	4.70%	0.51%	93.56%	6.44%	97.20%	2.80%	
offers	93	91	2	2.33%	0.63%	94.32%	5.68%	97.34%	2.66%	
great	557	507	50	10.21%	2.59%	80.17%	19.83%	90.95%	9.05%	
platform	94	92	2	2.35%	0.63%	94.37%	5.63%	97.37%	2.63%	
activities	94	94	0	2.39%	0.53%	99.47%	0.53%	99.47%	0.53%	
partners	94	94	0	2.39%	0.53%	99.47%	0.53%	99.47%	0.53%	
people	938	505	433	10.14%	21.68%	31.83%	68.17%	53.83%	46.17%	
travel	144	142	2	3.17%	0.44%	96.28%	3.72%	98.28%	1.72%	
companions	94	94	0	2.39%	0.53%	99.47%	0.53%	99.47%	0.53%	
dream	107	101	6	2.46%	0.76%	86.73%	13.27%	93.98%	6.02%	
lover	105	105	0	2.55%	0.47%	99.53%	0.47%	99.53%	0.47%	
whoever	10	4	6	4.62%	4.82%	23.68%	76.32%	40.91%	59.09%	
beats	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
most	210	121	89	2.65%	4.67%	35.30%	64.70%	57.58%	42.42%	
meat	12	9	3	4.01%	3.98%	54.20%	45.80%	73.08%	26.92%	
mer	6	6	0	7.25%	7.14%	92.86%	7.14%	92.86%	7.14%	
l	69	65	4	2.00%	0.91%	86.14%	13.86%	93.57%	6.43%	
dn't	2	2	0	16.69%	16.67%	83.33%	16.67%	83.33%	16.67%	
need	238	134	104	2.88%	5.39%	34.08%	65.92%	56.28%	43.72%	
because	406	230	176	4.71%	8.90%	34.37%	65.63%	56.63%	43.37%	
some	226	87	139	1.95%	7.14%	20.16%	79.84%	38.55%	61.45%	
reason	37	10	27	1.51%	2.63%	13.88%	86.12%	27.63%	72.37%	
actually	78	42	36	1.46%	2.41%	32.05%	67.95%	53.80%	46.20%	
