boo	10	3	7	4.60%	4.67%	31.82%	68.18%	31.82%	68.18%	
muhammed	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
pussys	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
justice	14	1	13	3.35%	3.58%	10.00%	90.00%	10.00%	90.00%	
system	46	10	36	1.26%	1.77%	22.34%	77.66%	22.34%	77.66%	
england	2	1	1	16.68%	16.68%	50.00%	50.00%	50.00%	50.00%	
situation	42	8	34	1.32%	1.83%	19.77%	80.23%	19.77%	80.23%	
quicker	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
fart	9	2	7	5.04%	5.13%	25.00%	75.00%	25.00%	75.00%	
lawsuit	16	3	13	3.00%	3.19%	20.59%	79.41%	20.59%	79.41%	
sandwich	4	1	3	10.02%	10.05%	30.00%	70.00%	30.00%	70.00%	
forsaken	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
snivel	6	5	1	7.23%	7.16%	78.57%	21.43%	78.57%	21.43%	
unbelievable	36	34	2	2.01%	1.39%	93.24%	6.76%	93.24%	6.76%	
arms	17	2	15	2.82%	3.06%	13.89%	86.11%	13.89%	86.11%	
distant	2	2	0	16.69%	16.67%	83.33%	16.67%	83.33%	16.67%	
relative	5	1	4	8.35%	8.40%	25.00%	75.00%	25.00%	75.00%	
worring	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
pc	3	2	1	12.53%	12.52%	62.50%	37.50%	62.50%	37.50%	
bull and	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
lowlife	2	1	1	16.68%	16.68%	50.00%	50.00%	50.00%	50.00%	
gangs	6	2	4	7.18%	7.21%	35.71%	64.29%	35.71%	64.29%	
whiners	7	6	1	6.36%	6.27%	81.25%	18.75%	81.25%	18.75%	
theirs	6	1	5	7.16%	7.23%	21.43%	78.57%	21.43%	78.57%	
native	11	2	9	4.20%	4.33%	20.83%	79.17%	20.83%	79.17%	
mexicans	7	2	5	6.29%	6.34%	31.25%	68.75%	31.25%	68.75%	
blacks or	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
lands	4	1	3	10.02%	10.05%	30.00%	70.00%	30.00%	70.00%	
crawled	2	1	1	16.68%	16.68%	50.00%	50.00%	50.00%	50.00%	
oj	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
simpson's	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
lessons	4	1	3	10.02%	10.05%	30.00%	70.00%	30.00%	70.00%	
jurors	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
portion	5	1	4	8.35%	8.40%	25.00%	75.00%	25.00%	75.00%	
romney's	9	1	8	5.02%	5.14%	15.00%	85.00%	15.00%	85.00%	
054	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
250k	3	1	2	12.52%	12.53%	37.50%	62.50%	37.50%	62.50%	
arithmetic	5	1	4	8.35%	8.40%	25.00%	75.00%	25.00%	75.00%	
lying	18	1	17	2.65%	2.95%	7.89%	92.11%	7.89%	92.11%	
​e	6	6	0	7.25%	7.14%	92.86%	7.14%	92.86%	7.14%	
“i	9	9	0	5.16%	5.00%	95.00%	5.00%	95.00%	5.00%	
u”	9	9	0	5.16%	5.00%	95.00%	5.00%	95.00%	5.00%	
sexy	36	34	2	2.01%	1.39%	93.24%	6.76%	93.24%	6.76%	
dancer	13	13	0	3.81%	3.57%	96.43%	3.57%	96.43%	3.57%	
friendships	13	13	0	3.81%	3.57%	96.43%	3.57%	96.43%	3.57%	
α	4	4	0	10.06%	10.00%	90.00%	10.00%	90.00%	10.00%	
ｃｏｍ	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
und	9	9	0	5.16%	5.00%	95.00%	5.00%	95.00%	5.00%	
kristinelyse	9	9	0	5.16%	5.00%	95.00%	5.00%	95.00%	5.00%	
prefectmillionαire	2	2	0	16.69%	16.67%	83.33%	16.67%	83.33%	16.67%	
answer	43	5	38	1.23%	1.88%	12.50%	87.50%	12.50%	87.50%	
smile	13	2	11	3.61%	3.78%	17.86%	82.14%	17.86%	82.14%	
forked	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
tongue	5	1	4	8.35%	8.40%	25.00%	75.00%	25.00%	75.00%	
narnia	9	8	1	5.14%	5.02%	85.00%	15.00%	85.00%	15.00%	
inescapable	8	8	0	5.70%	5.56%	94.44%	5.56%	94.44%	5.56%	
conclusion	9	8	1	5.14%	5.02%	85.00%	15.00%	85.00%	15.00%	
grasp	15	12	3	3.35%	3.18%	78.13%	21.88%	78.13%	21.88%	
rudimentary	8	8	0	5.70%	5.56%	94.44%	5.56%	94.44%	5.56%	
basics	10	8	2	4.69%	4.58%	77.27%	22.73%	77.27%	22.73%	
comprehend	9	8	1	5.14%	5.02%	85.00%	15.00%	85.00%	15.00%	
dizzy	8	8	0	5.70%	5.56%	94.44%	5.56%	94.44%	5.56%	
blonde	9	8	1	5.14%	5.02%	85.00%	15.00%	85.00%	15.00%	
calc	8	8	0	5.70%	5.56%	94.44%	5.56%	94.44%	5.56%	
unfold	8	8	0	5.70%	5.56%	94.44%	5.56%	94.44%	5.56%	
planned	12	9	3	4.01%	3.90%	73.08%	26.92%	73.08%	26.92%	
12	18	2	16	2.67%	2.93%	13.16%	86.84%	13.16%	86.84%	
mall	4	4	0	10.06%	10.00%	90.00%	10.00%	90.00%	10.00%	
hours	21	1	20	2.29%	2.65%	6.82%	93.18%	6.82%	93.18%	
trashy	2	2	0	16.69%	16.67%	83.33%	16.67%	83.33%	16.67%	
dressed	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
daughters	10	3	7	4.60%	4.67%	31.82%	68.18%	31.82%	68.18%	
hookers	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
proctologist	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
florida	14	3	11	3.39%	3.54%	23.33%	76.67%	23.33%	76.67%	
gees	3	3	0	12.55%	12.50%	87.50%	12.50%	87.50%	12.50%	
thar	2	2	0	16.69%	16.67%	83.33%	16.67%	83.33%	16.67%	
tech	5	1	4	8.35%	8.40%	25.00%	75.00%	25.00%	75.00%	
ballot	3	2	1	12.53%	12.52%	62.50%	37.50%	62.50%	37.50%	
boxes	2	1	1	16.68%	16.68%	50.00%	50.00%	50.00%	50.00%	
defending	6	1	5	7.16%	7.23%	21.43%	78.57%	21.43%	78.57%	
shouldn't make	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
♥♥♥	20	20	0	2.76%	2.38%	97.62%	2.38%	97.62%	2.38%	
ealthychat​	3	3	0	12.55%	12.50%	87.50%	12.50%	87.50%	12.50%	
♥♥♥it's	15	15	0	3.41%	3.13%	96.88%	3.13%	96.88%	3.13%	
prepackaged	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
premade	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
dipstick	2	2	0	16.69%	16.67%	83.33%	16.67%	83.33%	16.67%	
apply	12	2	10	3.88%	4.03%	19.23%	80.77%	19.23%	80.77%	
bathroom	2	1	1	16.68%	16.68%	50.00%	50.00%	50.00%	50.00%	
toilet	11	3	8	4.22%	4.31%	29.17%	70.83%	29.17%	70.83%	
paper	25	4	21	2.00%	2.33%	17.31%	82.69%	17.31%	82.69%	
parent	22	11	11	2.38%	2.38%	50.00%	50.00%	50.00%	50.00%	
ditch	3	2	1	12.53%	12.52%	62.50%	37.50%	62.50%	37.50%	
debit	3	1	2	12.52%	12.53%	37.50%	62.50%	37.50%	62.50%	
card	23	9	14	2.26%	2.35%	39.58%	60.42%	39.58%	60.42%	
nah	4	2	2	10.03%	10.03%	50.00%	50.00%	50.00%	50.00%	
bank	25	2	23	1.96%	2.37%	9.62%	90.38%	9.62%	90.38%	
spookyfoxx	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
wanting	14	3	11	3.39%	3.54%	23.33%	76.67%	23.33%	76.67%	
volunteered	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
dumba	8	3	5	5.61%	5.64%	38.89%	61.11%	38.89%	61.11%	
talker	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
garbage	23	7	16	2.22%	2.39%	31.25%	68.75%	31.25%	68.75%	
koolaid	5	1	4	8.35%	8.40%	25.00%	75.00%	25.00%	75.00%	
obeying	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
dumbocrat	3	2	1	12.53%	12.52%	62.50%	37.50%	62.50%	37.50%	
orders	5	1	4	8.35%	8.40%	25.00%	75.00%	25.00%	75.00%	
forger	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
koran	4	1	3	10.02%	10.05%	30.00%	70.00%	30.00%	70.00%	
supporter	5	2	3	8.37%	8.38%	41.67%	58.33%	41.67%	58.33%	
cupons	6	6	0	7.25%	7.14%	92.86%	7.14%	92.86%	7.14%	
gluttonous	2	2	0	16.69%	16.67%	83.33%	16.67%	83.33%	16.67%	
combine	2	1	1	16.68%	16.68%	50.00%	50.00%	50.00%	50.00%	
pallets	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
accepting	3	2	1	12.53%	12.52%	62.50%	37.50%	62.50%	37.50%	
cheat	4	1	3	10.02%	10.05%	30.00%	70.00%	30.00%	70.00%	
greedy	24	6	18	2.12%	2.35%	26.00%	74.00%	26.00%	74.00%	
elses	7	1	6	6.27%	6.36%	18.75%	81.25%	18.75%	81.25%	
coastal	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
oregon	9	7	2	5.13%	5.04%	75.00%	25.00%	75.00%	25.00%	
combined	8	1	7	5.57%	5.68%	16.67%	83.33%	16.67%	83.33%	
caprisun	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
pallet	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
suffered	5	1	4	8.35%	8.40%	25.00%	75.00%	25.00%	75.00%	
full	55	2	53	0.93%	1.93%	4.46%	95.54%	4.46%	95.54%	
supposedly	11	5	6	4.26%	4.28%	45.83%	54.17%	45.83%	54.17%	
saved	19	2	17	2.54%	2.82%	12.50%	87.50%	12.50%	87.50%	
incomes	7	2	5	6.29%	6.34%	31.25%	68.75%	31.25%	68.75%	
hundred	8	2	6	5.59%	5.66%	27.78%	72.22%	27.78%	72.22%	
total	55	12	43	1.13%	1.74%	22.32%	77.68%	22.32%	77.68%	
abused	8	1	7	5.57%	5.68%	16.67%	83.33%	16.67%	83.33%	
navy	3	1	2	12.52%	12.53%	37.50%	62.50%	37.50%	62.50%	
50's	3	1	2	12.52%	12.53%	37.50%	62.50%	37.50%	62.50%	
60's	6	2	4	7.18%	7.21%	35.71%	64.29%	35.71%	64.29%	
elvis	7	1	6	6.27%	6.36%	18.75%	81.25%	18.75%	81.25%	
primetime	2	2	0	16.69%	16.67%	83.33%	16.67%	83.33%	16.67%	
tv	27	6	21	1.90%	2.19%	23.21%	76.79%	23.21%	76.79%	
grand	12	3	9	3.90%	4.01%	26.92%	73.08%	26.92%	73.08%	
raised	20	8	12	2.53%	2.61%	40.48%	59.52%	40.48%	59.52%	
sect	3	1	2	12.52%	12.53%	37.50%	62.50%	37.50%	62.50%	
prudes	2	2	0	16.69%	16.67%	83.33%	16.67%	83.33%	16.67%	
frozen	2	1	1	16.68%	16.68%	50.00%	50.00%	50.00%	50.00%	
foodstamps	3	2	1	12.53%	12.52%	62.50%	37.50%	62.50%	37.50%	
ohblameit	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
russia	7	1	6	6.27%	6.36%	18.75%	81.25%	18.75%	81.25%	
mamba	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
fruits	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
veggies	2	1	1	16.68%	16.68%	50.00%	50.00%	50.00%	50.00%	
lettuce	3	1	2	12.52%	12.53%	37.50%	62.50%	37.50%	62.50%	
bitter	9	2	7	5.04%	5.13%	25.00%	75.00%	25.00%	75.00%	
hardly	5	1	4	8.35%	8.40%	25.00%	75.00%	25.00%	75.00%	
tomatoes	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
rageous	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
barrel	5	1	4	8.35%	8.40%	25.00%	75.00%	25.00%	75.00%	
zucchini	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
cultivated	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
weed	7	3	4	6.30%	6.32%	43.75%	56.25%	43.75%	56.25%	
corvette	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
dhs	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
stats	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
gotten	18	2	16	2.67%	2.93%	13.16%	86.84%	13.16%	86.84%	
forcing	6	1	5	7.16%	7.23%	21.43%	78.57%	21.43%	78.57%	
campus	3	2	1	12.53%	12.52%	62.50%	37.50%	62.50%	37.50%	
disabled	3	2	1	12.53%	12.52%	62.50%	37.50%	62.50%	37.50%	
lesbians	3	1	2	12.52%	12.53%	37.50%	62.50%	37.50%	62.50%	
riding	11	1	10	4.19%	4.35%	12.50%	87.50%	12.50%	87.50%	
bikes	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
topless	3	1	2	12.52%	12.53%	37.50%	62.50%	37.50%	62.50%	
male	14	3	11	3.39%	3.54%	23.33%	76.67%	23.33%	76.67%	
wearing	39	1	38	1.27%	1.99%	3.75%	96.25%	3.75%	96.25%	
shirts	2	1	1	16.68%	16.68%	50.00%	50.00%	50.00%	50.00%	
landscaping	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
explain	17	3	14	2.83%	3.04%	19.44%	80.56%	19.44%	80.56%	
unky	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
related	12	3	9	3.90%	4.01%	26.92%	73.08%	26.92%	73.08%	
11th	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
significant	6	1	5	7.16%	7.23%	21.43%	78.57%	21.43%	78.57%	
peers	3	2	1	12.53%	12.52%	62.50%	37.50%	62.50%	37.50%	
facts	50	3	47	1.04%	1.90%	6.86%	93.14%	6.86%	93.14%	
reproductive	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
mechanisms	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
taught	6	2	4	7.18%	7.21%	35.71%	64.29%	35.71%	64.29%	
ed	11	2	9	4.20%	4.33%	20.83%	79.17%	20.83%	79.17%	
shy	4	1	3	10.02%	10.05%	30.00%	70.00%	30.00%	70.00%	
'penis'	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
'vagina	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
oversimplified	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
terms	10	2	8	4.58%	4.69%	22.73%	77.27%	22.73%	77.27%	
understanding	12	1	11	3.86%	4.05%	11.54%	88.46%	11.54%	88.46%	
orgasms	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
altogether	4	1	3	10.02%	10.05%	30.00%	70.00%	30.00%	70.00%	
neglected	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
solidifies	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
obtain	2	1	1	16.68%	16.68%	50.00%	50.00%	50.00%	50.00%	
resources	12	1	11	3.86%	4.05%	11.54%	88.46%	11.54%	88.46%	
books	9	4	5	5.07%	5.09%	45.00%	55.00%	45.00%	55.00%	
pornography	4	1	3	10.02%	10.05%	30.00%	70.00%	30.00%	70.00%	
aforementioned	3	1	2	12.52%	12.53%	37.50%	62.50%	37.50%	62.50%	
wikipedia	2	1	1	16.68%	16.68%	50.00%	50.00%	50.00%	50.00%	
chevy	5	2	3	8.37%	8.38%	41.67%	58.33%	41.67%	58.33%	
volt	2	1	1	16.68%	16.68%	50.00%	50.00%	50.00%	50.00%	
gulp	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
there's	28	3	25	1.78%	2.21%	12.07%	87.93%	12.07%	87.93%	
controls	3	1	2	12.52%	12.53%	37.50%	62.50%	37.50%	62.50%	
grocery	5	1	4	8.35%	8.40%	25.00%	75.00%	25.00%	75.00%	
chain	6	1	5	7.16%	7.23%	21.43%	78.57%	21.43%	78.57%	
winco	2	2	0	16.69%	16.67%	83.33%	16.67%	83.33%	16.67%	
walmarts	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
customer	2	2	0	16.69%	16.67%	83.33%	16.67%	83.33%	16.67%	
they even	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
produce	6	1	5	7.16%	7.23%	21.43%	78.57%	21.43%	78.57%	
dairy	2	1	1	16.68%	16.68%	50.00%	50.00%	50.00%	50.00%	
advertises	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
hideous	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
mtlady	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
careful	17	1	16	2.80%	3.08%	8.33%	91.67%	8.33%	91.67%	
sitting	21	1	20	2.29%	2.65%	6.82%	93.18%	6.82%	93.18%	
detention	3	1	2	12.52%	12.53%	37.50%	62.50%	37.50%	62.50%	
traditional	3	1	2	12.52%	12.53%	37.50%	62.50%	37.50%	62.50%	
political	47	2	45	1.08%	1.92%	5.21%	94.79%	5.21%	94.79%	
divorce	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
married	24	12	12	2.23%	2.23%	50.00%	50.00%	50.00%	50.00%	
wave	3	1	2	12.52%	12.53%	37.50%	62.50%	37.50%	62.50%	
nooption	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
overpaid	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
pos	13	3	10	3.63%	3.76%	25.00%	75.00%	25.00%	75.00%	
whipped	3	1	2	12.52%	12.53%	37.50%	62.50%	37.50%	62.50%	
fashion	5	1	4	8.35%	8.40%	25.00%	75.00%	25.00%	75.00%	
grow	37	6	31	1.43%	1.92%	17.11%	82.89%	17.11%	82.89%	
adults	11	1	10	4.19%	4.35%	12.50%	87.50%	12.50%	87.50%	
whining	13	8	5	3.72%	3.66%	60.71%	39.29%	60.71%	39.29%	
queen	4	2	2	10.03%	10.03%	50.00%	50.00%	50.00%	50.00%	
slut	5	1	4	8.35%	8.40%	25.00%	75.00%	25.00%	75.00%	
chelsea	2	2	0	16.69%	16.67%	83.33%	16.67%	83.33%	16.67%	
handler	3	2	1	12.53%	12.52%	62.50%	37.50%	62.50%	37.50%	
black pos's	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
convicted	2	1	1	16.68%	16.68%	50.00%	50.00%	50.00%	50.00%	
proven	11	2	9	4.20%	4.33%	20.83%	79.17%	20.83%	79.17%	
jury	2	1	1	16.68%	16.68%	50.00%	50.00%	50.00%	50.00%	
convict	3	1	2	12.52%	12.53%	37.50%	62.50%	37.50%	62.50%	
opening	2	1	1	16.68%	16.68%	50.00%	50.00%	50.00%	50.00%	
arguments	4	1	3	10.02%	10.05%	30.00%	70.00%	30.00%	70.00%	
wealthychat​	17	17	0	3.10%	2.78%	97.22%	2.78%	97.22%	2.78%	
♥♥♥ it's	5	5	0	8.42%	8.33%	91.67%	8.33%	91.67%	8.33%	
allimill2	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
unemployed	9	2	7	5.04%	5.13%	25.00%	75.00%	25.00%	75.00%	
bentover	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
backsides	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
dope	9	2	7	5.04%	5.13%	25.00%	75.00%	25.00%	75.00%	
dr's	2	1	1	16.68%	16.68%	50.00%	50.00%	50.00%	50.00%	
sign	25	2	23	1.96%	2.37%	9.62%	90.38%	9.62%	90.38%	
paperwork	3	1	2	12.52%	12.53%	37.50%	62.50%	37.50%	62.50%	
hangnail	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
cross	6	1	5	7.16%	7.23%	21.43%	78.57%	21.43%	78.57%	
illegal's	2	1	1	16.68%	16.68%	50.00%	50.00%	50.00%	50.00%	
calif	2	1	1	16.68%	16.68%	50.00%	50.00%	50.00%	50.00%	
pot	5	2	3	8.37%	8.38%	41.67%	58.33%	41.67%	58.33%	
jump	15	2	13	3.16%	3.37%	15.63%	84.38%	15.63%	84.38%	
daily	12	5	7	3.94%	3.98%	42.31%	57.69%	42.31%	57.69%	
fix	40	4	36	1.30%	1.92%	10.98%	89.02%	10.98%	89.02%	
regulated	3	1	2	12.52%	12.53%	37.50%	62.50%	37.50%	62.50%	
shops	6	2	4	7.18%	7.21%	35.71%	64.29%	35.71%	64.29%	
muzzylu	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
regulate	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
candies	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
zombie	2	1	1	16.68%	16.68%	50.00%	50.00%	50.00%	50.00%	
couch	5	1	4	8.35%	8.40%	25.00%	75.00%	25.00%	75.00%	
pothead	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
snivelers	3	3	0	12.55%	12.50%	87.50%	12.50%	87.50%	12.50%	
neet	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
shoot	18	5	13	2.73%	2.88%	28.95%	71.05%	28.95%	71.05%	
afford	39	1	38	1.27%	1.99%	3.75%	96.25%	3.75%	96.25%	
reasonably	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
content	2	1	1	16.68%	16.68%	50.00%	50.00%	50.00%	50.00%	
is how	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
severely	4	1	3	10.02%	10.05%	30.00%	70.00%	30.00%	70.00%	
injured	19	1	18	2.52%	2.84%	7.50%	92.50%	7.50%	92.50%	
ran	16	1	15	2.96%	3.22%	8.82%	91.18%	8.82%	91.18%	
pointing	7	2	5	6.29%	6.34%	31.25%	68.75%	31.25%	68.75%	
names	17	1	16	2.80%	3.08%	8.33%	91.67%	8.33%	91.67%	
jealousy	6	2	4	7.18%	7.21%	35.71%	64.29%	35.71%	64.29%	
that so	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
dense	3	1	2	12.52%	12.53%	37.50%	62.50%	37.50%	62.50%	
chair	6	2	4	7.18%	7.21%	35.71%	64.29%	35.71%	64.29%	
eastwood	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
hahahahaha	13	8	5	3.72%	3.66%	60.71%	39.29%	60.71%	39.29%	
promises	5	2	3	8.37%	8.38%	41.67%	58.33%	41.67%	58.33%	
50romanc	5	5	0	8.42%	8.33%	91.67%	8.33%	91.67%	8.33%	
​​​​​​e	2	2	0	16.69%	16.67%	83.33%	16.67%	83.33%	16.67%	
carb	2	2	0	16.69%	16.67%	83.33%	16.67%	83.33%	16.67%	
calories	3	2	1	12.53%	12.52%	62.50%	37.50%	62.50%	37.50%	
brominated	2	2	0	16.69%	16.67%	83.33%	16.67%	83.33%	16.67%	
flour	2	2	0	16.69%	16.67%	83.33%	16.67%	83.33%	16.67%	
genetically	2	2	0	16.69%	16.67%	83.33%	16.67%	83.33%	16.67%	
modified	2	2	0	16.69%	16.67%	83.33%	16.67%	83.33%	16.67%	
grains	2	2	0	16.69%	16.67%	83.33%	16.67%	83.33%	16.67%	
virtually	6	2	4	7.18%	7.21%	35.71%	64.29%	35.71%	64.29%	
vitamins	2	2	0	16.69%	16.67%	83.33%	16.67%	83.33%	16.67%	
minerals	2	2	0	16.69%	16.67%	83.33%	16.67%	83.33%	16.67%	
polo0214	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
mlk	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
presidents	19	2	17	2.54%	2.82%	12.50%	87.50%	12.50%	87.50%	
faught	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
preserved	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
vet	9	1	8	5.02%	5.14%	15.00%	85.00%	15.00%	85.00%	
earnings	4	1	3	10.02%	10.05%	30.00%	70.00%	30.00%	70.00%	
enable	2	1	1	16.68%	16.68%	50.00%	50.00%	50.00%	50.00%	
99	14	4	10	3.41%	3.52%	30.00%	70.00%	30.00%	70.00%	
breeds	3	1	2	12.52%	12.53%	37.50%	62.50%	37.50%	62.50%	
contempt	2	1	1	16.68%	16.68%	50.00%	50.00%	50.00%	50.00%	
winners	6	1	5	7.16%	7.23%	21.43%	78.57%	21.43%	78.57%	
smelly	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
fish	5	1	4	8.35%	8.40%	25.00%	75.00%	25.00%	75.00%	
acid	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
puking	2	2	0	16.69%	16.67%	83.33%	16.67%	83.33%	16.67%	
clense	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
ounce	3	1	2	12.52%	12.53%	37.50%	62.50%	37.50%	62.50%	
liver	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
heavy	6	1	5	7.16%	7.23%	21.43%	78.57%	21.43%	78.57%	
hack	8	2	6	5.59%	5.66%	27.78%	72.22%	27.78%	72.22%	
skank	7	5	2	6.34%	6.29%	68.75%	31.25%	68.75%	31.25%	
pos's	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
wah	6	6	0	7.25%	7.14%	92.86%	7.14%	92.86%	7.14%	
webster's	17	16	1	3.08%	2.80%	91.67%	8.33%	91.67%	8.33%	
dictionary	24	19	5	2.36%	2.10%	78.00%	22.00%	78.00%	22.00%	
fda	9	1	8	5.02%	5.14%	15.00%	85.00%	15.00%	85.00%	
approving	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
talked	4	3	1	10.05%	10.02%	70.00%	30.00%	70.00%	30.00%	
mommie	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
hang	13	2	11	3.61%	3.78%	17.86%	82.14%	17.86%	82.14%	
spoiled	8	2	6	5.59%	5.66%	27.78%	72.22%	27.78%	72.22%	
supposed	29	3	26	1.72%	2.17%	11.67%	88.33%	11.67%	88.33%	
somewhat	3	1	2	12.52%	12.53%	37.50%	62.50%	37.50%	62.50%	
entertainer	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
soar	4	1	3	10.02%	10.05%	30.00%	70.00%	30.00%	70.00%	
drew	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
mohammed	2	1	1	16.68%	16.68%	50.00%	50.00%	50.00%	50.00%	
muslim	62	3	59	0.85%	1.95%	5.56%	94.44%	5.56%	94.44%	
riot	4	3	1	10.05%	10.02%	70.00%	30.00%	70.00%	30.00%	
dozen	5	2	3	8.37%	8.38%	41.67%	58.33%	41.67%	58.33%	
cartoonist	1	1	0	25.01%	25.00%	75.00%	25.00%	75.00%	25.00%	
